212	lambda	"- Now say ""Hi, UN."""	- (all) Hi, UN.	 Well, I' d like to propose a toast to UN Jefferson, who, in his ultimate wisdom, chose to accept us into our new fraternity, Lambda Lambda Lambda.	(all) Lambda Lambda Lambda.
213	lambda	- (all) Hi, UN.	(Lewis) Well, I' d like to propose a toast to UN Jefferson, who, in his ultimate wisdom, chose to accept us into our new fraternity, Lambda Lambda Lambda.	 Lambda Lambda Lambda.	Before we take this matter to a vote, I would like it clearly stated in the record...
214	lambda	(well- played violin riff)	# Clap your hands, everybody And everybody clap your hands	# We' re Lambda Lambda Lambda and Omega Mu	# We come here on stage tonight to do our show for you
215	lambda	(wild cheering and applause)	I' d like to present the trophy to this year' s champions,	Lambda Lambda Lambda and Omega Mu.	They will be able to select the president of next year' s Greek Council.
216	lambda	Nerds!	What are we waitin 'for?!	# We' re Lambda Lambda Lambda and Omega Mu  Nerds!	Nerds!
217	lhelh	I told you we were small but mighty!	<i>MAN.	Helh lhelh lhelh. </ i>	[Speaking Spanish]
218	tricky	* It' s tricky to rock around *	* To rock around, that' s right on time, it' s tricky *	* It' s tricky Tricky, tricky, tricky *	* It' s tricky to rock around torock around, that' s right, on time *
219	tricky	* We know who' s inside *	* It' s tricky to rock around, to rock around, that' s right, on time *	* It' s tricky Tricky, tricky, tricky *	Isn' t he just the cutest little thing?
220	tricky	Isn' t he just the cutest little thing?	Oh, yeah, Kyle' s the man!	* Tricky, tricky Tricky, tricky **	** [Minnie Riperton.:
221	kiss	So, you will try?	- I' il do my best.	- Kiss kiss.	Mrs Potter is coming!
222	love	Ain 't got no sense ofpride Pride	Boy, yougot a weirdperception now Yo	Ofwhat is it to love Love	Andlam sure because Because
223	tricky	* It' s tricky to rock around *	* To rock around, that' s right on time, it' s tricky *	* It' s tricky Tricky, tricky, tricky *	* It' s tricky to rock around torock around, that' s right, on time *
224	tricky	* We know who' s inside *	* It' s tricky to rock around, to rock around, that' s right, on time *	* It' s tricky Tricky, tricky, tricky *	Isn' t he just the cutest little thing?
225	tricky	Isn' t he just the cutest little thing?	Oh, yeah, Kyle' s the man!	* Tricky, tricky Tricky, tricky **	You mean never?
226	shout	# Shout shout shout shout shout shout #	# Shout shout shout shout shout shout shout shout #	# Shout shout shout, oh, shout #	# Whoa!
227	class	Yes, you did, class, first class aII the way.	You were not Iying.	Class class class.	They' ve got some kind of seasoning on here.
228	very	- How?	- What do you mean how?	She was a very very family- oriented girl.	And she was very into her grandmother.
229	very	That is exactly the kind of nervous overall behavior that leads to...	Pictues of Sebby with busty brunettes.	A very very big raise.	Jesus!
230	great	What is there?	Oh, my God!	It' s my great great grandfather.	That' s his signature.
231	lop	Earl...!	- Whad up?	Nescobar A Lop Lop.	It wasn' t easy but the hard things in life never are.
232	wha	It is true, he just hasn' t found you yet But he will.	"As he' s leaving, guess what he says? ""date doctor, my ass!"""	Err... wha wha what does that mean?	It means he' s really out there.
233	lie	What should be toast to?	Never lie, steal, cheat or drink!	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.
234	steal	Never lie, steal, cheat or drink!	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.	If you must cheat cheat death.
235	cheat	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.	If you must cheat cheat death.	And if you must drink drink in the moments that take your breath away.
236	drink	If you have to steal steal away from bad company.	If you must cheat cheat death.	And if you must drink drink in the moments that take your breath away.	Did you make that up?
237	very	Taxi!	Mr. Hitchens	Mrs. Cole, thanks very very much for seeing me.	You said it was a matter of life and death.
238	anything	# It happens every time	# Na- na- na na- na na- na na- na	# I can do anything Anything	# Na- na- na na- na na- na na- na #
239	sing	Yes, you are, you are very good.	So where did you do your stretch?	Sing Sing?	Alcatraz?
240	long	Foot on ball, and pull.	Go.	"OK. ""I got a long long day ahead of me""  Yeah!"	Tap.
241	hide	- It' s okay.	- No no no no.	Hide hide hide!	Please please please.
242	special	I' m diggin 'talkin' with ya.	You' re a really enlightened cat and I like that about ya.	I think you' re a special special man.	Okay, come in for the real thing.
243	whoa	She' s trying to kill me!	- Grandma!	- Whoa whoa!	- Get the gun from her!
244	good	What an idiot!	Oh, what a loser!	Good good!	More for me and you.
245	whoa	That' s what makes today so special.	We witness two people choosing to marry ones they truly love.	Whoa whoa, hey!	Hey hey!
246	deeply	How tall are you son?	- 6' 2 - 6' 2?	I deeply deeply love	Whoo, 6' 2?
247	shake	I need you to go out here be cool	Try not to chunk can you do that?	Give me some shake shake your base, you know	Double it up, you understand? allright?
248	wop	Come on.	(# The Chiffons, One Fine Day)	# Shoo be do be do be do be do wop wop, shoo be do be do be do be do wop wop #	Come on, throw it.
249	wop	- Are you ready, TJ?	- Bugger off.	# You' re gonna want me for your girl # Shoo be do be do be do be do wop wop	# Oh, yeah #
250	wop	# Oh, yeah #	All right, batter, batter.	# The arms I long for will open wide # Shoo be do be do be do be do wop wop	# And you' il be proud to have me # Shoo be do be do be do be do wop wop
251	wop	All right, batter, batter.	# The arms I long for will open wide # Shoo be do be do be do be do wop wop	# And you' il be proud to have me # Shoo be do be do be do be do wop wop	# Right by your side # Shoo be do be do be do be do wop wop
252	wop	# The arms I long for will open wide # Shoo be do be do be do be do wop wop	# And you' il be proud to have me # Shoo be do be do be do be do wop wop	# Right by your side # Shoo be do be do be do be do wop wop	# One fine day
253	wop	# Right by your side # Shoo be do be do be do be do wop wop	# One fine day	# You' re gonna want me for your girl # Shoo be do be do be do be do wop wop #	- Move back.
254	wop	# When you want to settle down, oh! #	Be nice to me, Jeffrey.	# One fine day, we' il meet once more # Shoo be do be do be do be do wop wop #	- Out!
255	wha	It is true, he just hasn' t found you yet But he will.	"As he' s leaving, guess what he says? ""date doctor, my ass!"""	Err... wha wha what does that mean?	It means he' s really out there.
256	lie	What should be toast to?	Never lie, steal, cheat or drink!	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.
257	steal	Never lie, steal, cheat or drink!	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.	If you must cheat cheat death.
258	cheat	But if you must lie lie in the arms of the one you love.	If you have to steal steal away from bad company.	If you must cheat cheat death.	And if you must drink drink in the moments that take your breath away.
259	drink	If you have to steal steal away from bad company.	If you must cheat cheat death.	And if you must drink drink in the moments that take your breath away.	Did you make that up?
260	very	Taxi!	Mr. Hitchens	Mrs. Cole, thanks very very much for seeing me.	You said it was a matter of life and death.
261	sing	Yes, you are, you are very good.	So where did you do your stretch?	Sing Sing?	Alcatraz?
262	long	Go.	OK.	I got a long long day ahead of me  Yeah!	Tap.
263	smoke	I was gonna steal a cigarette.	Your mother doesn' t smoke.	Not smoke smoke, but she used to... once in a while.	She had the same pack of Newport Lights in there for seven years.
264	long	Go.	OK.	# I got a long long day ahead of me #  Yeah!	Tap.
265	liar	I am going to tell her.	You should totally tell her, man.	I`m going to. `Cause I watched this movie called Liar Liar... and the message was, ``Don`t lie. ``	And that was a smart movie.
266	tin	Did you ever meet any of the old stars, then?	What, are you kiddin '?	I took Rin Tin Tin out f or a shit, f or Christ' s sakes.	Ah, hey, you talk about stars, uh --
267	wah	Yuck!	The maudlin music of the university station?	Wah wah wah!	Yuck!
268	whoa	# Do you love me, Mary Jane?	# Yeah	# Whoa whoa whoa	# Do you, do you, do you, do you, do you
269	very	We want Max to be in the best school.	- This is it.	- Because he' s a very very bright kid.	- Really bright.
270	ever	We' re gonna play a special game,	But you can' t tell anybody.	Never, ever ever.	Now what I want you to do is put your hand down here and pull very gently
271	ever	Get Mummy.	"What do you mean ""no""?"	Never, ever ever.	You know the best part?
272	shit	Oh Felicia...	Where the Fuckawei?	Shit shit shit!	Well, I' ve had a look around and I think we can safely assume that I now know less about motors than I did when I first lifted that... bonnety thing.
273	gobble	Ahem.	I' il see you tomorrow then.	Gobble gobble.	[Imitates Turkey]
274	real	Excuse me.	I' m gonna have to have you sign this little sheet of paper here.	Well, my agent would be real real miffed with me if I --	This doesn' t have to do with your deal.
275	very	- You wanna to help me?	- Redemption.	Loss and redemption is very very good.	Shit.
276	chim	I will never forget you.	Thank you very much.	Chim chiminy, Chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be
277	chim	Chim chiminy, Chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be	Chim chiminy, Chim chiminy Chim chim cheroo	Good luck will rub off when he shakes hands with you
278	chim	Chim chiminy, Chim chiminy Chim chim cheroo	Good luck will rub off when he shakes hands with you	Chim chiminy Chim chim cheree, chim cheroo	Rum diddly- diddly- diddly Rum diddle- die
279	chim	Just a spoonful of sugar helps the medicine go down	In the most delightful way	Chim chiminy, Chim chiminy Chim chim cheroo	I does what I likes And I likes
280	chim	Well, not Royal Academy, I suppose.	Still they' re better than a finger in your eye, ain' t they?	Chim chiminy, Chim chiminy Chim chim cheroo	I draws what I likes and I likes what I drew
281	chim	- Bye, Jane and Michael.	- Bye, Bert.	Chim chiminy, chim chiminy Chim chim cheroo	La dum da da dum da da da da dum
282	chim	I only observe that a father can always do with a bit of help.	Come on, I' il take you home.	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be
283	chim	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be	Chim chiminy, chim chiminy Chim chim cheroo	Good luck will rub off when I shakes hands with you
284	chim	Though I spends me time in the ashes and smoke	In this whole wide world there' s no happier bloke	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be
285	chim	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be	Chim chiminy, chim chiminy Chim chim cheroo	Good luck will rub off when I shakes hands with you
286	chim	Chim chiminy, chim chiminy Chim chim cheroo	Good luck will rub off when I shakes hands with you	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be
287	chim	Chim chiminy, chim chiminy Chim chim cheree	A sweep is as lucky as lucky can be	Chim chiminy, chim chiminy Chim chim cheroo	Good luck will rub off when I shakes hands with you
288	chim	Quite nice, but we should all get in out of the night air.	Follow me, please.	Chim chiminy, chim chiminy Chim chim cheree	When you' re with a sweep you' re in glad company
289	chim	When you' re with a sweep you' re in glad company	Nowhere is there a more happier crew	Then them what sings chim chim cheree, chim cheroo	Chim chiminy chim chim
290	chim	Nowhere is there a more happier crew	Then them what sings chim chim cheree, chim cheroo	Chim chiminy chim chim	Cheree chim cheroo
291	piu	There' re many people here, let' s go over there.	I' m Wan Tin Sau, and you?	Lau Piu Piu.	What do you want to learn?
292	piu	- Hello.	It' s you?	I' m Lau Piu Piu.	I' m your fans, can I' ve your autograph, please?
293	piu	He' s on my side...	Call the ambulance!	Piu Piu.	What' s going on?
294	piu	What are you looking at?	Fight back, nuts!	Piu Piu, I love you.	Wait
295	freshy	- * Who got the hooch, baby * - [Snoring]	* Who got the only sweetest thing in the world *	* Who got the love Who got the freshy freshy *	* Who got the only sweetest thing *
296	love	ln a spin, loving the spin	l' m in under that	Old black magic called love Love	Love, love, love
297	lopo	Natasha Cohn	ENGLlSH SDH	Subtitles ripped 6. nov. 2002 by Lopo lopo@ losys. sk	Somewhere in the vaults of a bank in London... is a tin dispatch box with my name on it.
298	boom	Come on down, buddy.	Come on.	Match in the gas tank, boom boom	Match in the gas tank, boom boom
299	boom	Come on.	Match in the gas tank, boom boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom
300	boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom
301	boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom	Match in the gas tank, boom boom	Boom boom boom boom
302	boom	Match in the gas tank, boom boom	Boom boom boom boom	Match in the gas tank, boom boom {y: i} Good boy.	Come on down, buddy.
303	sweet	- Well, you folks take care.	- Good to see you, Randy.	# I used to be such a sweet sweet thing 'til they #	# Got a hold of me #
304	sing	His name was Angelo.	- He' s handsome.	My old man was executed at Sing Sing in '59...... for murder.	I was 8.
305	never	I didn' t know you were out.	When you get tired of Cagney and Lacey, find me.	Ding Don' t you never never say that we' re through Ding	[Jew' s Harp Twanging]
306	totally	"Please i' il do anything, just dont kill me. """	And then right when he said that, Marty just walked up to him, and - wacked him in the heart with his knife.	The whole thing was just totally totally extreme.	Wait... you want somebody to take you out there to move the body?
307	food	- Didn' t really bring anything.	- You didn' t bring any food?	- Not food food.	A bit of gum.
308	very	That' s your love line.	That' s your money line.	And that' s looking very very good.	And that' s your life line, going all the way down...
309	very	That' s your love line.	That' s your money line.	And that' s looking very very good.	And that' s your life line, going all the way down...
310	blerp	Through streets broad and narrow	"Crying, ""Cockles and mussels...."""	"One thing I could never stand...... was to see a filthy, dirty old drunkie...... howling away at the filthy songs of his fathers...... and going ""blerp blerp"" in between...... as it might be a filthy old orchestra in his stinking guts."	I could never stand to see anyone like that, whatever his age.
311	light	That wiII do very weIl.	Thank you very much, Iadies and gentlemen.	She came towards me...... with the light, like it was the light light of heavenly grace.	And the thing that flashed in me gulliver...... was that I' d like to have her there on the floor...... with the old in- out, real savage.
312	blerp	Crying cockles	And mussels....	"One thing I could never stand...... was to see a filthy, dirty old drunkie...... howling away at the filthy songs of his fathers...... and going ""blerp blerp"" in between...... as it might be a filthy, old orchestra in his stinking guts."	I could never stand to see anyone like that, whatever his age.
313	light	That will do very well.	Thank you very much, ladies and gentlemen.	She came towards me...... with the light like it was the light light of heavenly grace.	And the thing that flashed in me gulliver...... was that I' d like to have her there on the floor...... with the old in- out.
314	black	But I did not snuff it.	If I had snuffed it...... l would not be here to tell what I told have.	I came back to life after a long, black black gap...... of what might have been a million years.	He' s recovered consciousness, Doctor.
315	sing	Dean Keaton was under indictment a total of 7 times while he was on the force.	In every case the witnesses either reversed their testimony to the grand jury...... or died before they could testify.	When they finally nailed him for fraud he spent five years in Sing Sing.	He killed three prisioners inside.
316	sure	# The boy' s no good #	# Well, I' ve finally have found what I been lookin 'for #	# But if they get a chance they' il end it for sure Sure they would #	# Baby, I' ve done all I could # [Sighs]
317	sure	The boy' s no good	Well, I' ve finally have found what I been lookin 'for	But if they get a chance they' il end it for sure Sure they would	Baby, I' ve done all I could [Sighs]
318	there	Do you want some?	Okay.	Look over there there' s some DVDs.	Choose if there' s one you wanna to watch...
319	denial	He said he forgot the entire incident.	- That means he didn' t deny it.	- That' s a non- denial denial.	Wichita, Kansas?
320	denial	I knew we had enemies, but I didn' t know we were this popular.	Look at this!	My non- denial denial.	Fuck it, let' s stand by the boys.
321	ying	It takes time...... for the eye and brain to work together	Come on	Ying Ying	Ying Ying
322	ying	Come on	Ying Ying	Ying Ying	Hi, can you see now?
323	ying	Ying Ying	Hi, can you see now?	I' m Ying Ying	Can you really see me?
324	ying	Take your time and call me if you need anything	Who' s that?	Ying Ying, is that you?	Why are you so quiet?
325	ying	Are you sure?	We don' t allow any visitors here at night	Where' s Ying Ying?	She went for an operation this morning
326	ying	I really haven' t seen it	Perhaps you should ask someone else	Ying Ying!	Excuse me, I' d like to talk to her
327	then	Go play with the troupe!	I can accept you pretending to be blind	But even then then you didn' t isolate yourself here	I just want to help
328	ying	Mun!	Sis.	Ying Ying, what are you doing here?	I can leave the hospital now
329	ying	I' m so happy that you can see now,	because this world is really beautiful	Ying Ying...	It' s alright!
330	ying	Be strong and things will work out for the best	I have to go now	Ying Ying!	Wong Kar Mun, I want to tell you¡ ¤¡¤¡¤
331	ying	Ying Ying!	Wong Kar Mun, I want to tell you¡ ¤¡¤¡¤	Ying Ying has already...	I know...
332	ying	I know she' s dead	What are you looking at?	Ying Ying	Can you see her?
333	ying	At least, I get to see the people I care about	What' s this?	Ying Ying made this for you	What' s written on it?
334	very	- Describe it.	It' s dark.	It' s very very dark.	And there are no paintings on the wall.
335	really	I do remember things, but I don' t remember being there.	I don' t remember experiencing those things.	I' m really really trying to understand.	And these...
336	baby	Darling.. Relax.. Don`t worry	I will be with you foever	Don`t such strong strength! you will hurt baby baby`s head is out.. so dangouse	Darling
337	pop	That same old cola	I wanna pop	-- Pop pop I wanna... Shasta -- I' il take it.	I cursed 37 times last week
338	ryu	Ryu!	Ryu	Ryu Ryu Ryu	Ryu
339	there	# There' s a party over here #	- Ohh! - # There' s a party over here #	# There' s a party over there There' s a party over here #	Are you ready?
340	sing	Be a darling and look under the bed for a pair of alligator shoes.	I' ve got to do something about how I look.	I oan' t go to Sing Sing with a green faoe.	Sing Sing?
341	sing	I' ve got to do something about how I look.	I oan' t go to Sing Sing with a green faoe.	Sing Sing?	It' s a ridioulous name for a prison.
342	sing	It should be sad seeing kids there, but it isn' t.	They have ribbons in their hair and shine on their shoes.	As I understand it, you' re going to visit somebody at Sing Sing.	You oan tell what kind of person a man thinks you are by the earrings he gives you.
343	sing	No, I got the key.	Miss Golightly, my neighbour, kindly let me in.	Miss Golightly' s on her way to Sing Sing.	Just visiting, of oourse.
344	sing	You oan throw me out if you want, but you looked so oosy and your friend had gone, and it was getting oold out there.	And I' d heard people in New York never get to knowtheir neighbours.	Well, how was Sing Sing?	Fine.
345	out	Gee, damn!	Well, so muoh for South Amerioa.	You' re not out out for queen of the Pampas, anyway.	- Clayton Hotel.
346	runff	Where are they?	There' s nobody here.	Runff runff.	Where are we going?
347	mow	You can' t join in the middle.	I got him!	What am I asking for? papa oom mow mow.	O. K. papa oom mow mow.
348	mow	I got him!	What am I asking for? papa oom mow mow.	O. K. papa oom mow mow.	Mike?
349	mow	Oops.	* A papa oom mow mow mow	* papa oom mow mow	Harvey?
350	mow	Harvey 'is that you, boy?	* I hear that sound everywhere I go	* papa oom mow mow	* A papa oom mow mow mow
351	mow	Over here 'you guys.	Stop it.	Sorry. * papa oom mow mow...	Harvey?
352	toot	The van to Antwerp.	And then you take boat.	Toot toot, America...	Five dollars each.
353	too	I shall in all my best obey you, madam.	This gentle and unforced accord sits smiling to my heart.	That this too too solid flesh would melt... thaw and resolve itself into a dew.	Or that the Everlasting had not fixed his canon against self- slaughter.
354	night	I think it sure that I have found the very cause of Hamlet' s lunacy.	Speak on that, that I do long to hear.	My liege, and madam... to expostulate what majesty should be, what duty is... why day is day, night night, and time is time... were nothing but to waste night, day, and time.	Therefore, since brevity is the soul of wit, I will be brief.
355	bam	Frankie would say, show me a fighter who' s nothing but heart, and i' il show you a man waiting for a beating.	Think i' ve only ever met one fighter who' s all heart.	My name is Dangerous Dillard fighting flipo bam bam... out of Broward county Texas.	Dangerous showed up a couple years back, it comes to everything to LA with errilville,... new boyfriend, apparently errilville got lost, and ended up back in Texas.
356	good	I appreciate any help i can get.	What you wanna do is take it to the mat see, he' s constantly moving, moving towards you, moving around ya, and moving away from ya.	Alright, now you dont want to hit him when he' s coming toward ya cause what he' s gonna do is just push you back and is gonna smuggle your punches take you by , so you watch him real carefully, keep rotating, that keeps your head moving and keep one shoulder back so you' re always ready to fire power shot, alright now go ahead now, good good, keep rotating, keep moving, that' s it, good good, keep that chin tucked in, come around keep moving, keep moving, good... yeah?	Give it a few shots, tuck that chin in, tuck that chin in, that' s good, that' s good now you get this down we' il put you on a speed bag?
357	stop	I want a trainer, i dont want charity, and i dont want favors,	if your not interested than i got more celebrating to do.	Stop stop stop, god damnit stop.	What the hell are you doing?
358	mmm	If i take you on...	I' il promise I' il work so hard.	God this is a mistake already. mmm mmm i' m listening boss.	If i take you on, you dont say anything, you dont question me, dont ask why, you dont say nigger something maybe yes frankie and i' m gonna try to forget the fact that your a girl.
359	good	Now what is the rule?	Protect myself at all times.	Good good.	You gave me away how is that protecting me?
360	about	Véronique Passavant on July 17th 1920	Lady, I write to you from the bar of Petit Louis, who told me about you.	I have to tell about about a meeting I have had which gave me a fright.	I was on my way to the factory of Bastoche because I was sad.
361	mathilde	Manech Loves Mathilde	Manech Loves Mathilde	Manech Loves Mathilde Mathilde Loves Manech	Manech Loves Mathilde
362	bum	And we don' t have any music.	Well, we' il make some.	Bum bum	Bum bum bum
363	bum	Well, we' il make some.	Bum bum	Bum bum bum	Bum
364	bum	Bum bum bum	Bum	Bum bum	Bum bum bum bum bum.
365	ally	Ooh bop sha bam, shi bimmy bop	- Oh bop sha bam, shi bimmy bop - You say it!	- Ally ally ally ooh - Ally ally ally ooh	- Olly olly olly ooh - Olly olly olly ooh
366	olly	- Oh bop sha bam, shi bimmy bop - You say it!	- Ally ally ally ooh - Ally ally ally ooh	- Olly olly olly ooh - Olly olly olly ooh	- Whooly ooh - Whooly ooh
367	ambulance	HeIlo	HeIlo	Ambulance ambulance	And you' re a puppy What' s your name?
368	open	That' s nice Are you horny?	- Geko?	- Open open open wide	Even more As wide as you can
369	dad	What, does he scream Iike that when he has nightmares?	I should go and Iook	Dad Dad!	Wake up Dad!
370	mathilde	Manech But Mathilde	Mathilde But Manech	Manech But Mathilde Mathilde But Manech	Manech But Mathilde
371	bum	And we don' t have any music.	Well, we' il make some.	# Bum bum #	# Bum bum bum #
372	bum	Well, we' il make some.	# Bum bum #	# Bum bum bum #	# Bum #
373	bum	# Bum bum bum #	# Bum #	# Bum bum #	# Bum bum bum bum bum. #
374	ally	# Hey, band, you feeling all right?! #	# Ooh bop sha bam, shi bimmy bop #	- # Oh bop sha bam, shi bimmy bop # - You say it! - # Ally ally ally ooh # - # Ally ally ally ooh #	- # Olly olly olly ooh # - # Olly olly olly ooh #
375	olly	# Ooh bop sha bam, shi bimmy bop #	- # Oh bop sha bam, shi bimmy bop # - You say it! - # Ally ally ally ooh # - # Ally ally ally ooh #	- # Olly olly olly ooh # - # Olly olly olly ooh #	- # Whooly ooh # - # Whooly ooh #
376	now	I in life did not it be to bore so.	By first month	I bought how mad, there now now... nothing.	I will get skrêta?
377	thing	- You know what thing.	- No, I don' t know what thing.	The thing thing.	Now, let' s see, there are any number of things, um... in an afternoon full of all sorts of things, so I, um...
378	bridge	I mean, you see, if I stay with you tonight, well, it' s definitely the end of something... important with someone.	Um, which has probably ended already, - but perhaps...	- Bridge, Bridge Bridge, Bridge.	Doesn' t everyone deserve a second chance?
379	think	But definitely not me. - # Think - # Think	# Think about what you' re trying to do to me	- # Think - # Think think	# Let your mind go...
380	think	- It is a fertility- snake bowl.	- Ooh.	- Jed gave it to me. - # Think think - # Let your mind go...	How romantic.
381	cowardly	- Leave me alone!	- So you don' t want to see him now, eh?	You' re a cowardly custard... cowardly, cowardly custard, cowardly cowardly custard	Well, I' il just have to do it myself, then
382	cowardy	So you don' t want to see him now, eh?	You' re a cowardy custard.	Cowardy cowardy custard.	I' il just have to do it myself, then.
383	long	This story started many thousand of years ago.	But it was all over in just 7 days.	All that long long time ago, none of the things we can see now.	The sun, the moon, the stars, the earth, animals and plants.
384	very	No, no, no...	Let him answer.	At the centre of the earth. where it is very very hot.	That' s where children goes, they' re liar, they don' t go there just for a few days.
385	very	Oh, you' re not missing out anything.	You' re much better at home...	With your mummy and daddy who love you very very much.	And the intruder?
386	ray	- All right?	Yo, Coach.	Kofi and Ray Ray want to play.	Is that Kofi Evans and...
387	ray	She said they couldn' t play ball until they do these book reports.	- Kofi ain' t doin 'shit.	- Ray Ray neither.	They' re like...
388	ray	He' s out!	- Strike!	- It' s all right, Ray Ray.	Strike!
389	ray	Kekambas!	Damn, Miles, you don' t even know how to throw the ball!	Shut up, Ray Ray.	At least he ran after it when it went by.
390	ray	You mad at me?	Jamal, the other coach --	'Cause I' m sorry about pushing Ray Ray.	I just want to play.
391	ray	Last licks.	We pull this out, we goin 'to the' ship.	Leading off, we' ve got Andre, we' ve got Ray Ray, we' ve got Clarence.	After that, it' s you, Kofi, and then we' ve got Jefferson.
392	ray	Strike three!	Yeah, yeah, yeah.	Nice job, Ray Ray.	- Damn!
393	ray	Good luck today.	Thank you.	- Andre, Ray Ray.	- What' s up, Coach?
394	spectacular	- We were just upstairs rehearsing a play.	- What?	A play, something very modern called Spectacular Spectacular.	- And it' s set in Switzerland.
395	spectacular	- Satine.	- They would dress me in the Argentinean' s best suit... and pass me off as a famous English writer.	Once Satine heard my modern poetry, she would be astounded... and insist to Zidler that I write Spectacular Spectacular.	The only problem was, I kept hearing my father' s voice in my head.
396	spectacular	The world	That' s very beautiful.	It' s from Spectacular Spectacular.	Suddenly, with you here,
397	spectacular	- It will be...	- [Glissando]	Spectacular Spectacular!	No words in the vernacular
398	spectacular	So exciting, the audience will stomp and cheer	So delighting it will run for 50 years	Spectacular Spectacular No words in the vernacular	Can describe this great event You' il be dumb with wonderment
399	hungry	(DONNlE) They didn' t buy me what I wanted for Christmas.	What did you want for Christmas that year?	Hungry Hungry Hippos.	How did you feel, being denied these Hungry Hungry Hippos?
400	hungry	What did you want for Christmas that year?	Hungry Hungry Hippos.	How did you feel, being denied these Hungry Hungry Hippos?	- Regret.
401	hip	- Three cheers for North Carolina!	- All right, - Three cheers for the South!	Hip hip hurrah!	Hip hip hurrah!
402	hip	- All right, - Three cheers for the South!	Hip hip hurrah!	Hip hip hurrah!	Hip hip hurrah!
403	hip	Hip hip hurrah!	Hip hip hurrah!	Hip hip hurrah!	Inman, It belongs to Inman,
404	long	A beautiful friend.	In fact, I made a mistake.	This game started long long ago.	It started with a sick word.
405	whoa	- All right, up on the table, right now!	- Mikey:	Whoa, whoa whoa --	Wait a second.
406	long	A beautiful friend.	In fact, I made a mistake.	This game started long long ago.	It started with a sick word.
407	wise	Yeah.	Yearning will only make it better.	Thank you for your words, your wise wise words.	You' re welcome.
408	truly	Truth is, he was pretty incredible.	(¶ The Fags:	Truly Truly)	¶ You' ve got a way of spinning ¶ I guess you' d call it art ¶ Doesn' t matter what the outcome is ¶ I' m sure you played your part ¶ Well, you come on like an earthquake ¶ Even though you float on through ¶ Give me just a moment' s notice ¶ I' il make due ¶ Only a fool would not believe it ¶ Only a blind man couldn' t see ¶ If you' re concerned about my heart ¶ Truly truly ¶ I' ve seen this movie a thousand times ¶ I won' t give the ending away ¶ I' ve bought a ticket so I' m entitled to stay ¶ I' ve seen this movie a thousand times ¶ And I' m not giving the ending away ¶ I' ve bought a ticket so I' m entitled to stay
409	truly	(¶ The Fags:	Truly Truly)	¶ You' ve got a way of spinning ¶ I guess you' d call it art ¶ Doesn' t matter what the outcome is ¶ I' m sure you played your part ¶ Well, you come on like an earthquake ¶ Even though you float on through ¶ Give me just a moment' s notice ¶ I' il make due ¶ Only a fool would not believe it ¶ Only a blind man couldn' t see ¶ If you' re concerned about my heart ¶ Truly truly ¶ I' ve seen this movie a thousand times ¶ I won' t give the ending away ¶ I' ve bought a ticket so I' m entitled to stay ¶ I' ve seen this movie a thousand times ¶ And I' m not giving the ending away ¶ I' ve bought a ticket so I' m entitled to stay	¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶
410	truly	Truly Truly)	¶ You' ve got a way of spinning ¶ I guess you' d call it art ¶ Doesn' t matter what the outcome is ¶ I' m sure you played your part ¶ Well, you come on like an earthquake ¶ Even though you float on through ¶ Give me just a moment' s notice ¶ I' il make due ¶ Only a fool would not believe it ¶ Only a blind man couldn' t see ¶ If you' re concerned about my heart ¶ Truly truly ¶ I' ve seen this movie a thousand times ¶ I won' t give the ending away ¶ I' ve bought a ticket so I' m entitled to stay ¶ I' ve seen this movie a thousand times ¶ And I' m not giving the ending away ¶ I' ve bought a ticket so I' m entitled to stay	¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶ Truly truly ¶ Yeah, truly truly ¶	Can you believe this?
411	hip	- All right.	- Three cheers for the South!	Hip hip hurrah!	Hip hip hurrah!
412	hip	- Three cheers for the South!	Hip hip hurrah!	Hip hip hurrah!	Hip hip hurrah!
413	hip	Hip hip hurrah!	Hip hip hurrah!	Hip hip hurrah!	Inman.
